stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
"1615","1615","République","Rennes","48.1098028023","-1.6782833455","","","","","","1"
"1616","1616","Saint-Conwoïon","Rennes","48.1033073507","-1.6892058240","","","","","","1"
"1617","1617","Longs Champs Est","Rennes","48.1291366390","-1.6301681736","","","","","","1"
"1618","1618","Joliot-Curie","Rennes","48.1251391501","-1.6530900753","","","","","","1"
"1619","1619","Joliot-Curie","Rennes","48.1251978596","-1.6528641087","","","","","","1"
"1622","1622","Alma","Rennes","48.0841570433","-1.6791663061","","","","","","1"
"1623","1623","Alma","Rennes","48.0839610860","-1.6783071730","","","","","","1"
"1625","1625","Armorique","Rennes","48.1307304383","-1.6757813532","","","","","","1"
"1626","1626","Armorique","Rennes","48.1306387417","-1.6770105955","","","","","","1"
"1629","1629","Pré Garel","Rennes","48.1040308022","-1.6350260660","","","","","","1"
"1630","1630","ZA Saint-Sulpice","Rennes","48.1326621921","-1.6361872424","","","","","","1"
"1631","1631","ZA Saint-Sulpice","Rennes","48.1323525781","-1.6361519429","","","","","","1"
"1633","1633","Haut Sancé","Rennes","48.0966550966","-1.6365265008","","","","","","1"
"1634","1634","Painlevé","Rennes","48.1236875382","-1.6604749734","","","","","","1"
"1636","1636","Haut Sancé","Rennes","48.0959332635","-1.6371562300","","","","","","1"
"1637","1637","Lycée Chateaubriand","Rennes","48.1230622652","-1.6514905459","","","","","","1"
"1638","1638","Lycée Chateaubriand","Rennes","48.1225448168","-1.6510883371","","","","","","1"
"1640","1640","Lycée Mendes France","Rennes","48.1336637807","-1.6845580970","","","","","","2"
"1643","1643","Chambre Agriculture","Rennes","48.1148233397","-1.7156241523","","","","","","1"
"1644","1644","Place Pasteur","Rennes","48.1107141480","-1.6736582354","","","","","","1"
"1646","1646","Italie","Rennes","48.0866320588","-1.6688339175","","","","","","1"
"1647","1647","Henri Fréville","Rennes","48.0874425155","-1.6744362780","","","","","","2"
"1648","1648","La Poterie","Rennes","48.0876342108","-1.6463309358","","","","","","1"
"1649","1649","La Poterie","Rennes","48.0875237669","-1.6433195025","","","","","","2"
"1650","1650","La Poterie","Rennes","48.0874812870","-1.6431371210","","","","","","1"
"1651","1651","Jacques Cartier","Rennes","48.0972022804","-1.6751972320","","","","","","2"
"1652","1652","Dulac","Rennes","48.1328482874","-1.6957299017","","","","","","1"
"1653","1653","Dulac","Rennes","48.1332872398","-1.6953500756","","","","","","1"
"1654","1654","Motte Brûlon","Rennes","48.1295761112","-1.6741665051","","","","","","2"
"1655","1655","Motte Brûlon","Rennes","48.1297870352","-1.6739217408","","","","","","2"
"1656","1656","Volney","Rennes","48.1252613905","-1.6677907191","","","","","","1"
"1657","1657","Volney","Rennes","48.1253176754","-1.6676947397","","","","","","1"
"1658","1658","Italie","Rennes","48.0864997884","-1.6673786332","","","","","","1"
"1660","1660","Clos Courtel","Rennes","48.1268903054","-1.6299522969","","","","","","1"
"1662","1662","Gare Sud Féval","Rennes","48.1014624594","-1.6761875531","","","","","","1"
"2002","2002","Cesson Hôpital Privé","Cesson-Sévigné","48.1302331230","-1.6276635811","","","","","","1"
"2003","2003","Cesson Hôpital Privé","Cesson-Sévigné","48.1300705442","-1.6280257952","","","","","","1"
"2005","2005","Grand Domaine","Cesson-Sévigné","48.1246090632","-1.5943051552","","","","","","1"
"2006","2006","Petits Champs","Cesson-Sévigné","48.1252554124","-1.5965920668","","","","","","1"
"2007","2007","Bourgchevreuil","Cesson-Sévigné","48.1231205999","-1.6005173250","","","","","","1"
"2008","2008","La Coulée","Cesson-Sévigné","48.1236275899","-1.6043844199","","","","","","1"
"2009","2009","Fontenelle","Cesson-Sévigné","48.1235852244","-1.6081342599","","","","","","1"
"2010","2010","Mare Pavée","Cesson-Sévigné","48.1227897880","-1.6109379980","","","","","","1"
"2011","2011","Maison d'Accueil","Cesson-Sévigné","48.1211077806","-1.6099796218","","","","","","1"
"2012","2012","Muguet","Cesson-Sévigné","48.1183900941","-1.6085039341","","","","","","1"
"2013","2013","Vilaine","Cesson-Sévigné","48.1164191220","-1.6073967717","","","","","","1"
"2014","2014","Place Sévigné","Cesson-Sévigné","48.1147211200","-1.6097076913","","","","","","1"
"2015","2015","Hublais","Cesson-Sévigné","48.1142530202","-1.6163142774","","","","","","1"
"2016","2016","Taillis","Cesson-Sévigné","48.1142242610","-1.6219508262","","","","","","1"
"2017","2017","Champs Péans","Cesson-Sévigné","48.1141213810","-1.6303671887","","","","","","1"
"2019","2019","Champs Péans","Cesson-Sévigné","48.1140366361","-1.6280082056","","","","","","1"
"2020","2020","Taillis","Cesson-Sévigné","48.1141052001","-1.6218373933","","","","","","1"
"2021","2021","Hublais","Cesson-Sévigné","48.1141680460","-1.6137540306","","","","","","1"
"2022","2022","Place Sévigné","Cesson-Sévigné","48.1146422140","-1.6095449217","","","","","","1"
"2023","2023","Vilaine","Cesson-Sévigné","48.1155932544","-1.6069605105","","","","","","1"
"2024","2024","Muguet","Cesson-Sévigné","48.1184494364","-1.6083216976","","","","","","1"
"2025","2025","Maison d'Accueil","Cesson-Sévigné","48.1212548624","-1.6098843271","","","","","","1"
"2026","2026","Mare Pavée","Cesson-Sévigné","48.1227819710","-1.6107703067","","","","","","1"
"2027","2027","Fontenelle","Cesson-Sévigné","48.1234555272","-1.6081834714","","","","","","1"
"2028","2028","La Coulée","Cesson-Sévigné","48.1234633586","-1.6040912483","","","","","","1"
"2029","2029","Bourgchevreuil","Cesson-Sévigné","48.1231310248","-1.6007192365","","","","","","1"
"2030","2030","Petits Champs","Cesson-Sévigné","48.1247952699","-1.5967665110","","","","","","1"
"2031","2031","Grand Domaine","Cesson-Sévigné","48.1238952519","-1.5934172275","","","","","","1"
"2032","2032","Charmilles","Cesson-Sévigné","48.1062293158","-1.6213418831","","","","","","1"
"2033","2033","Bas Village","Cesson-Sévigné","48.1013304535","-1.6234674810","","","","","","1"
"2034","2034","Forum","Cesson-Sévigné","48.0995688077","-1.6212172986","","","","","","1"
"2035","2035","Forum","Cesson-Sévigné","48.0996695836","-1.6208570760","","","","","","1"
"2036","2036","Bas Village","Cesson-Sévigné","48.1012063077","-1.6240034899","","","","","","1"
"2037","2037","Erbonière","Cesson-Sévigné","48.1060471780","-1.6256302982","","","","","","1"
"2038","2038","Haut Grippé","Cesson-Sévigné","48.1149752616","-1.5907738568","","","","","","1"
"2039","2039","Bordage","Cesson-Sévigné","48.1144621727","-1.6004716252","","","","","","1"
"2040","2040","Chalotais","Cesson-Sévigné","48.1161674641","-1.6003767243","","","","","","1"
"2041","2041","Cesson Collège","Cesson-Sévigné","48.1205138132","-1.5995431950","","","","","","1"
"2042","2042","Les Lacs","Cesson-Sévigné","48.1246443779","-1.6131022848","","","","","","1"
"2043","2043","Cormier","Cesson-Sévigné","48.1243542340","-1.6184778256","","","","","","1"
"2044","2044","Belle Fontaine","Cesson-Sévigné","48.1273622293","-1.6243104788","","","","","","1"
"2045","2045","Clos Courtel","Cesson-Sévigné","48.1273868953","-1.6282556854","","","","","","1"
"2046","2046","Clos Courtel","Cesson-Sévigné","48.1273291352","-1.6276598762","","","","","","1"
"2047","2047","Belle Fontaine","Cesson-Sévigné","48.1272125677","-1.6239670979","","","","","","1"
"2048","2048","Cormier","Cesson-Sévigné","48.1244655771","-1.6176184164","","","","","","1"
"2049","2049","Les Lacs","Cesson-Sévigné","48.1244363308","-1.6140965097","","","","","","1"
"2050","2050","Cesson Collège","Cesson-Sévigné","48.1202441068","-1.5992747830","","","","","","1"
"2051","2051","Chalotais","Cesson-Sévigné","48.1158466318","-1.6007340625","","","","","","1"
"2052","2052","Lycée Ozanam","Cesson-Sévigné","48.1311490775","-1.5970368235","","","","","","2"
"2054","2054","Métairies Chalotais","Cesson-Sévigné","48.1231293570","-1.6019751624","","","","","","1"
"2055","2055","Cesson Piscine","Cesson-Sévigné","48.1199607311","-1.6021785239","","","","","","1"
"2056","2056","Cesson Mairie","Cesson-Sévigné","48.1185566952","-1.6045288187","","","","","","1"
"2057","2057","Cesson Gare","Cesson-Sévigné","48.1138607192","-1.6032949337","","","","","","1"
"2058","2058","Peupliers","Cesson-Sévigné","48.1126376301","-1.6072606919","","","","","","1"
"2059","2059","Monniais","Cesson-Sévigné","48.1093019020","-1.6090734074","","","","","","1"
"2060","2060","Rond Point de Bray","Cesson-Sévigné","48.1078401631","-1.6146826566","","","","","","1"
"2061","2061","Charmilles","Cesson-Sévigné","48.1065154689","-1.6212432607","","","","","","1"
"2062","2062","Rond Point de Bray","Cesson-Sévigné","48.1077714122","-1.6140650363","","","","","","1"
"2063","2063","Monniais","Cesson-Sévigné","48.1087432510","-1.6096304561","","","","","","1"
"2064","2064","Peupliers","Cesson-Sévigné","48.1125433894","-1.6072970964","","","","","","1"
"2065","2065","Cesson Gare","Cesson-Sévigné","48.1139844254","-1.6032041010","","","","","","1"
"2066","2066","Cesson Mairie","Cesson-Sévigné","48.1183124202","-1.6041911590","","","","","","1"
"2067","2067","Cesson Piscine","Cesson-Sévigné","48.1203813396","-1.6023710815","","","","","","1"
"2068","2068","Métairies Chalotais","Cesson-Sévigné","48.1231494748","-1.6017296873","","","","","","1"
"2070","2070","Victoire","Cesson-Sévigné","48.1451477678","-1.6086610878","","","","","","1"
"2071","2071","Calendrou","Cesson-Sévigné","48.1404145061","-1.6169073503","","","","","","1"
"2072","2072","Calendrou","Cesson-Sévigné","48.1405922806","-1.6163290035","","","","","","1"
"2073","2073","Victoire","Cesson-Sévigné","48.1451177897","-1.6084072060","","","","","","1"
"2074","2074","Mare Pavée","Cesson-Sévigné","48.1235468311","-1.6112390180","","","","","","1"
"2075","2075","Mare Pavée","Cesson-Sévigné","48.1233628540","-1.6113014121","","","","","","1"
"2076","2076","Lande Bouhard","Cesson-Sévigné","48.1340393685","-1.6292076205","","","","","","1"
"2077","2077","Lande Bouhard","Cesson-Sévigné","48.1342105308","-1.6286075367","","","","","","1"
"2079","2079","Verger","Cesson-Sévigné","48.1288603667","-1.6059707381","","","","","","2"
"2080","2080","Gaudais","Cesson-Sévigné","48.1273986094","-1.6127987643","","","","","","1"
"2081","2081","Bouriande","Cesson-Sévigné","48.1267990742","-1.6197694307","","","","","","1"
"2082","2082","Bouriande","Cesson-Sévigné","48.1269932327","-1.6199752558","","","","","","1"
"2083","2083","Gaudais","Cesson-Sévigné","48.1269602756","-1.6142187436","","","","","","1"
"2084","2084","Verger","Cesson-Sévigné","48.1290298681","-1.6047413574","","","","","","2"
"2085","2085","Champelé","Cesson-Sévigné","48.1161523357","-1.5824716031","","","","","","1"
"2086","2086","Bordage","Cesson-Sévigné","48.1142788939","-1.6004145243","","","","","","1"
"2088","2088","Base de Loisirs","Cesson-Sévigné","48.1246091596","-1.5906875424","","","","","","1"
"2089","2089","Rigourdière","Cesson-Sévigné","48.1135720567","-1.5905203307","","","","","","1"
"2091","2091","Lycée Sévigné","Cesson-Sévigné","48.1190723372","-1.5976215592","","","","","","2"
"2101","2101","Village Collectivités","Cesson-Sévigné","48.1317546362","-1.5979455773","","","","","","1"
"2102","2102","Erbonière","Cesson-Sévigné","48.1060969088","-1.6258768750","","","","","","1"
"2103","2103","Rigourdière","Cesson-Sévigné","48.1133181466","-1.5900395426","","","","","","1"
"2104","2104","Haut Grippé","Cesson-Sévigné","48.1149185625","-1.5904252159","","","","","","1"
"2106","2106","Champelé","Cesson-Sévigné","48.1160392175","-1.5823512549","","","","","","1"
"2114","2114","Château de Vaux","Cesson-Sévigné","48.1373509521","-1.6227503918","","","","","","1"
"2115","2115","Château de Vaux","Cesson-Sévigné","48.1373791344","-1.6224080683","","","","","","1"
"2121","2121","Longs Champs Est","Cesson-Sévigné","48.1303675804","-1.6313135390","","","","","","1"
"2122","2122","Buisson","Cesson-Sévigné","48.1045749679","-1.6304578939","","","","","","1"
"2123","2123","Buisson","Cesson-Sévigné","48.1046064226","-1.6307604373","","","","","","1"
"2124","2124","Chêne Germain","Cesson-Sévigné","48.1315893018","-1.6246532892","","","","","","1"
"2125","2125","Chêne Germain","Cesson-Sévigné","48.1318917624","-1.6244169946","","","","","","1"
"2126","2126","Champs Blancs","Cesson-Sévigné","48.1347631341","-1.6218319559","","","","","","1"
"2127","2127","Champs Blancs","Cesson-Sévigné","48.1348562044","-1.6213113743","","","","","","1"
"2129","2129","Clos Courtel","Cesson-Sévigné","48.1278694574","-1.6291515000","","","","","","1"
"2201","2201","Morinais","Saint-Jacques-de-la-Lande","48.0754889183","-1.7162637393","","","","","","1"
"2202","2202","Collège Jean Moulin","Saint-Jacques-de-la-Lande","48.0773954477","-1.7157245151","","","","","","1"
"2203","2203","Médiathèque","Saint-Jacques-de-la-Lande","48.0794200383","-1.7157095870","","","","","","1"
"2204","2204","Jean Marin","Saint-Jacques-de-la-Lande","48.0825567923","-1.7152550251","","","","","","1"
"2205","2205","Roger Dodin","Saint-Jacques-de-la-Lande","48.0832427222","-1.7100494081","","","","","","2"
"2206","2206","Gaité","Saint-Jacques-de-la-Lande","48.0874972878","-1.7069457506","","","","","","1"
"2207","2207","Lilas","Saint-Jacques-de-la-Lande","48.0937629381","-1.7003394980","","","","","","1"
"2208","2208","Commeurec","Saint-Jacques-de-la-Lande","48.0958023432","-1.6945276651","","","","","","2"
"2209","2209","Commeurec","Saint-Jacques-de-la-Lande","48.0957158739","-1.6943127819","","","","","","2"
"2210","2210","Lilas","Saint-Jacques-de-la-Lande","48.0937801941","-1.6999685656","","","","","","1"
"2211","2211","Gaité","Saint-Jacques-de-la-Lande","48.0872606415","-1.7073839853","","","","","","1"
"2212","2212","Roger Dodin","Saint-Jacques-de-la-Lande","48.0844069166","-1.7092563937","","","","","","2"
"2213","2213","Jean Marin","Saint-Jacques-de-la-Lande","48.0824907278","-1.7154529931","","","","","","1"
"2214","2214","Médiathèque","Saint-Jacques-de-la-Lande","48.0798692866","-1.7155262098","","","","","","1"
"2215","2215","Collège Jean Moulin","Saint-Jacques-de-la-Lande","48.0769092703","-1.7159206426","","","","","","1"
"2216","2216","Pressoirs","Saint-Jacques-de-la-Lande","48.0873103788","-1.6947299607","","","","","","1"
"2217","2217","25 Fusillés","Saint-Jacques-de-la-Lande","48.0906451243","-1.6950131267","","","","","","1"
"2218","2218","Saint-Yves","Saint-Jacques-de-la-Lande","48.0924050120","-1.6916796554","","","","","","1"
"2219","2219","Pilate","Saint-Jacques-de-la-Lande","48.0940804884","-1.6906421530","","","","","","1"
"2220","2220","Gautrais","Saint-Jacques-de-la-Lande","48.0615908619","-1.7246397389","","","","","","1"
"2221","2221","Rossel","Saint-Jacques-de-la-Lande","48.0631171700","-1.7203833817","","","","","","1"
"2222","2222","Pommerais","Saint-Jacques-de-la-Lande","48.0664217040","-1.7202791106","","","","","","1"
"2223","2223","Abbé Grimault","Saint-Jacques-de-la-Lande","48.0673336000","-1.7168850842","","","","","","1"
"2224","2224","Morinais","Saint-Jacques-de-la-Lande","48.0750725075","-1.7160396261","","","","","","1"
"2225","2225","Gaité","Saint-Jacques-de-la-Lande","48.0868111869","-1.7056299778","","","","","","2"
"2226","2226","Rablais Allende","Saint-Jacques-de-la-Lande","48.0866451467","-1.7014459386","","","","","","1"
"2227","2227","Croix Verte","Saint-Jacques-de-la-Lande","48.0894149638","-1.6978548068","","","","","","1"
"2228","2228","Pigeon Blanc","Saint-Jacques-de-la-Lande","48.0897969598","-1.6931459613","","","","","","1"
"2229","2229","Croix Verte","Saint-Jacques-de-la-Lande","48.0894322742","-1.6979471651","","","","","","1"
"2230","2230","Rablais Allende","Saint-Jacques-de-la-Lande","48.0864562170","-1.7018328598","","","","","","2"
"2231","2231","Gaité","Saint-Jacques-de-la-Lande","48.0869741982","-1.7066333495","","","","","","2"
"2233","2233","Abbé Grimault","Saint-Jacques-de-la-Lande","48.0674241532","-1.7173053533","","","","","","1"
"2234","2234","Pommerais","Saint-Jacques-de-la-Lande","48.0664473803","-1.7201226979","","","","","","1"
"2235","2235","Rossel","Saint-Jacques-de-la-Lande","48.0627566661","-1.7208146477","","","","","","1"
"2236","2236","Parc Expo","Saint-Jacques-de-la-Lande","48.0599958209","-1.7341012202","","","","","","1"
"2237","2237","Aire Libre Aéroport","Saint-Jacques-de-la-Lande","48.0673716122","-1.7216739740","","","","","","1"
"2238","2238","Centre Météo","Saint-Jacques-de-la-Lande","48.0650068442","-1.7244830986","","","","","","1"
"2239","2239","Haut Bois","Saint-Jacques-de-la-Lande","48.0778377031","-1.7124454713","","","","","","2"
"2240","2240","Malraux","Saint-Jacques-de-la-Lande","48.0805942703","-1.7122873516","","","","","","2"
"2241","2241","Malraux","Saint-Jacques-de-la-Lande","48.0805297771","-1.7125899454","","","","","","2"
"2242","2242","Centre Météo","Saint-Jacques-de-la-Lande","48.0650590060","-1.7246390390","","","","","","1"
"2243","2243","Aire Libre Aéroport","Saint-Jacques-de-la-Lande","48.0669575067","-1.7223835968","","","","","","1"
"2244","2244","Parc Expo","Saint-Jacques-de-la-Lande","48.0599070335","-1.7344502548","","","","","","1"
"2245","2245","Haut Bois","Saint-Jacques-de-la-Lande","48.0776330660","-1.7127156172","","","","","","2"
"2248","2248","Bellevue","Saint-Jacques-de-la-Lande","48.0793028915","-1.7329633093","","","","","","2"
"2249","2249","Le Pâtis","Saint-Jacques-de-la-Lande","48.0850866817","-1.7274691746","","","","","","1"
"2250","2250","Reuzerais","Saint-Jacques-de-la-Lande","48.0867356528","-1.7219964888","","","","","","2"
"2251","2251","Maffeys","Saint-Jacques-de-la-Lande","48.0866616723","-1.7130705370","","","","","","2"
"2252","2252","Maffeys","Saint-Jacques-de-la-Lande","48.0865614889","-1.7124261137","","","","","","2"
"2253","2253","Reuzerais","Saint-Jacques-de-la-Lande","48.0866468535","-1.7221849456","","","","","","2"
"2254","2254","Le Pâtis","Saint-Jacques-de-la-Lande","48.0851452147","-1.7277064837","","","","","","1"
"2255","2255","Bellevue","Saint-Jacques-de-la-Lande","48.0792213687","-1.7333733016","","","","","","2"
"2257","2257","Pressoirs","Saint-Jacques-de-la-Lande","48.0870487009","-1.6946049146","","","","","","1"
"2258","2258","Dominos","Saint-Jacques-de-la-Lande","48.0935365903","-1.7043389628","","","","","","1"
"2260","2260","Dominos","Saint-Jacques-de-la-Lande","48.0934326720","-1.7045700206","","","","","","1"
"2262","2262","Vallon","Saint-Jacques-de-la-Lande","48.0687294956","-1.6978961356","","","","","","2"
"2263","2263","Jean Jaurès","Saint-Jacques-de-la-Lande","48.0825175251","-1.7123130594","","","","","","1"
"2264","2264","Jean Jaurès","Saint-Jacques-de-la-Lande","48.0828206499","-1.7130514223","","","","","","1"
"2267","2267","Auriol","Saint-Jacques-de-la-Lande","48.0752784979","-1.7294840291","","","","","","2"
"2268","2268","Auriol","Saint-Jacques-de-la-Lande","48.0751802946","-1.7293875610","","","","","","2"
"2271","2271","25 Fusillés","Saint-Jacques-de-la-Lande","48.0905011380","-1.6949396948","","","","","","1"
"2272","2272","Mivoie","Saint-Jacques-de-la-Lande","48.0698811014","-1.7032309533","","","","","","1"
"2303","2303","Haut Launay","Bruz","48.0247099918","-1.7572379792","","","","","","1"
"2304","2304","Rabine","Bruz","48.0257500107","-1.7609097750","","","","","","1"
"2305","2305","Vert Buisson","Bruz","48.0293424454","-1.7580188552","","","","","","1"
"2306","2306","Cicé Blossac","Bruz","48.0336860534","-1.7658959949","","","","","","1"
"2307","2307","Gavrinis","Bruz","48.0312754685","-1.7594420656","","","","","","1"
"2308","2308","Croix Madame","Bruz","48.0414134302","-1.7544241229","","","","","","1"
"2309","2309","Schuman","Bruz","48.0446218449","-1.7465021915","","","","","","1"
"2311","2311","Coeur de Campus","Bruz","48.0472486450","-1.7419546545","","","","","","1"
"2312","2312","Etangs","Bruz","48.0494237360","-1.7404544522","","","","","","1"
"2313","2313","Lande du Pont","Bruz","48.0526785072","-1.7382904006","","","","","","2"
"2314","2314","Porte de Ker-Lann","Bruz","48.0549371672","-1.7397077316","","","","","","1"
"2315","2315","Lande du Pont","Bruz","48.0528442035","-1.7384198421","","","","","","2"
"2316","2316","Etangs","Bruz","48.0493760878","-1.7407267989","","","","","","1"
"2317","2317","Coeur de Campus","Bruz","48.0474265428","-1.7421026968","","","","","","1"
"2319","2319","Schuman","Bruz","48.0445335486","-1.7463187033","","","","","","1"
"2320","2320","Croix Madame","Bruz","48.0403450027","-1.7552431217","","","","","","1"
"2321","2321","Gavrinis","Bruz","48.0311997053","-1.7595979103","","","","","","1"
"2322","2322","Vert Buisson","Bruz","48.0294651089","-1.7579946491","","","","","","1"
"2323","2323","Rabine","Bruz","48.0256192250","-1.7606758430","","","","","","1"
"2324","2324","Haut Launay","Bruz","48.0245844112","-1.7572285733","","","","","","1"
"2326","2326","Doublé","Bruz","48.0341535433","-1.7238668742","","","","","","2"
"2327","2327","Pont-Réan","Bruz","48.0050260926","-1.7750201808","","","","","","1"
"2328","2328","Doublé","Bruz","48.0348879770","-1.7248105578","","","","","","1"
"2329","2329","Croix Vaisserelle","Bruz","48.0085863234","-1.7738452171","","","","","","1"
"2330","2330","Rabine","Bruz","48.0240431170","-1.7616024892","","","","","","1"
"2331","2331","Noë","Bruz","48.0214160029","-1.7523127685","","","","","","1"
"2332","2332","Epalet","Bruz","48.0194932260","-1.7449883461","","","","","","1"
"2334","2334","Pasteur","Bruz","48.0238143578","-1.7360558188","","","","","","1"
"2335","2335","Bobinais","Bruz","48.0262899444","-1.7344939967","","","","","","1"
"2336","2336","Champ Niguel","Bruz","48.0302261968","-1.7343840795","","","","","","1"
"2337","2337","Lavoisier","Bruz","48.0329557432","-1.7330306659","","","","","","1"
"2338","2338","Lavoisier","Bruz","48.0332691408","-1.7331053363","","","","","","1"
"2339","2339","Champ Niguel","Bruz","48.0283374365","-1.7356400683","","","","","","1"
"2340","2340","Bobinais","Bruz","48.0259821377","-1.7345633516","","","","","","1"
"2341","2341","Pasteur","Bruz","48.0236362630","-1.7362672980","","","","","","1"
"2343","2343","Epalet","Bruz","48.0195979156","-1.7446325723","","","","","","2"
"2344","2344","Noë","Bruz","48.0216744712","-1.7523171521","","","","","","1"
"2345","2345","Rabine","Bruz","48.0238070851","-1.7619635248","","","","","","1"
"2346","2346","Croix Vaisserelle","Bruz","48.0091408004","-1.7732833995","","","","","","1"
"2347","2347","Pont-Réan","Bruz","48.0047236627","-1.7752645908","","","","","","1"
"2348","2348","Bruz Centre","Bruz","48.0234844829","-1.7433706887","","","","","","1"
"2350","2350","Mare de la Salle","Bruz","48.0293139423","-1.7190859248","","","","","","2"
"2351","2351","Mare de la Salle","Bruz","48.0292422635","-1.7196422803","","","","","","2"
"2353","2353","Bruz Centre","Bruz","48.0233793646","-1.7429986635","","","","","","1"
"2359","2359","Doublé","Bruz","48.0357818206","-1.7232135197","","","","","","2"
"2365","2365","Brossolette","Bruz","48.0204894032","-1.7434378649","","","","","","2"
"2366","2366","Aire du 8 Mai","Bruz","48.0268776261","-1.7455042028","","","","","","2"
"2367","2367","Anita Conti","Bruz","48.0333529655","-1.7336015999","","","","","","2"
"2372","2372","Bruz Gare","Bruz","48.0290450394","-1.7527050840","","","","","","1"
"2373","2373","Bruz Centre","Bruz","48.0229887456","-1.7438242735","","","","","","1"
"2374","2374","Châteliers","Bruz","48.0241461264","-1.7529777683","","","","","","1"
"2375","2375","Châteliers","Bruz","48.0241864926","-1.7528396976","","","","","","1"
"2376","2376","Corbières","Bruz","48.0352131986","-1.7573575976","","","","","","1"
"2377","2377","Corbières","Bruz","48.0350299594","-1.7573753288","","","","","","1"
"2401","2401","Champ Devant","Betton","48.1770286575","-1.6511341355","","","","","","1"
"2402","2402","Omblais","Betton","48.1793008392","-1.6510465864","","","","","","1"
"2403","2403","Brocéliande","Betton","48.1807215746","-1.6519371962","","","","","","2"
"2404","2404","Trégor","Betton","48.1830071561","-1.6460746748","","","","","","2"
"2405","2405","Betton Mairie","Betton","48.1818940380","-1.6417829860","","","","","","1"
"2406","2406","Betton Centre","Betton","48.1811226787","-1.6378981170","","","","","","1"
"2407","2407","Haye Renaud Gare","Betton","48.1802095598","-1.6349358442","","","","","","1"
"2408","2408","Marronniers","Betton","48.1761543054","-1.6373587018","","","","","","1"
"2409","2409","Housset","Betton","48.1723316209","-1.6374449175","","","","","","1"
"2410","2410","Enseigne Abbaye","Betton","48.1713499041","-1.6420534993","","","","","","1"
"2411","2411","Betton Vallée","Betton","48.1617238283","-1.6478676759","","","","","","1"
"2412","2412","Betton Vallée","Betton","48.1620588537","-1.6473559137","","","","","","1"
"2413","2413","Enseigne Abbaye","Betton","48.1711551431","-1.6416728133","","","","","","1"
"2414","2414","Housset","Betton","48.1726854567","-1.6372838755","","","","","","1"
"2415","2415","Marronniers","Betton","48.1768668013","-1.6370554813","","","","","","1"
"2416","2416","Haye Renaud Gare","Betton","48.1801982746","-1.6347080849","","","","","","1"
"2417","2417","Betton Centre","Betton","48.1817472486","-1.6384572926","","","","","","1"
"2418","2418","Betton Mairie","Betton","48.1819864383","-1.6413989124","","","","","","1"
"2419","2419","Trégor","Betton","48.1831952043","-1.6465461934","","","","","","2"
"2420","2420","Brocéliande","Betton","48.1805791299","-1.6522290853","","","","","","2"
"2421","2421","Omblais","Betton","48.1791746477","-1.6512299900","","","","","","1"
"2422","2422","Petite Hublais","Betton","48.1821708431","-1.6161392513","","","","","","1"
"2423","2423","Cour Neuve","Betton","48.1754188625","-1.6229276974","","","","","","2"
"2424","2424","Champ Giron","Betton","48.1708966025","-1.6222918339","","","","","","2"
"2425","2425","Tihouït","Betton","48.1637424948","-1.6251640391","","","","","","2"
"2426","2426","Tihouït","Betton","48.1640865991","-1.6248655706","","","","","","2"
"2427","2427","Champ Giron","Betton","48.1704798095","-1.6219488497","","","","","","2"
"2428","2428","Cour Neuve","Betton","48.1755617078","-1.6227993254","","","","","","2"
"2429","2429","Petite Hublais","Betton","48.1820358074","-1.6161640681","","","","","","1"
"2430","2430","Betton Rue de Rennes","Betton","48.1759989180","-1.6396187050","","","","","","1"
"2431","2431","Mozart","Betton","48.1829839602","-1.6373741618","","","","","","1"
"2432","2432","J. Sébastien Bach","Betton","48.1862712915","-1.6333560312","","","","","","1"
"2434","2434","J. Sébastien Bach","Betton","48.1864407054","-1.6330916059","","","","","","1"
"2435","2435","Mozart","Betton","48.1831198125","-1.6371074240","","","","","","1"
"2436","2436","Betton Rue de Rennes","Betton","48.1759735468","-1.6394598156","","","","","","1"
"2437","2437","Betton Centre","Betton","48.1816195615","-1.6392714133","","","","","","1"
"2438","2438","Mézières","Betton","48.1849898015","-1.6502402400","","","","","","2"
"2441","2441","Mézières","Betton","48.1849470295","-1.6498173821","","","","","","2"
"2448","2448","Trégor","Betton","48.1838877764","-1.6464489312","","","","","","1"
"2449","2449","Trégor","Betton","48.1835942097","-1.6463060981","","","","","","1"
"2451","2451","Gentilhommière","Betton","48.1908500079","-1.6293306263","","","","","","1"
"2452","2452","Chaperonnais","Betton","48.1754457721","-1.6623880384","","","","","","1"
"2453","2453","Chaperonnais","Betton","48.1754632071","-1.6622684326","","","","","","1"
"2454","2454","Renaudais","Betton","48.1832182564","-1.6547651525","","","","","","1"
"2455","2455","Renaudais","Betton","48.1832850408","-1.6546296571","","","","","","1"
"2456","2456","Pont Brand","Betton","48.1787843247","-1.6609450674","","","","","","1"
"2457","2457","Pont Brand","Betton","48.1789904147","-1.6605568471","","","","","","1"
"2458","2458","Gentilhommière","Betton","48.1909914931","-1.6289808307","","","","","","1"
"2501","2501","Noë Diolé","Le Rheu","48.1024357973","-1.8322890124","","","","","","2"
"2502","2502","Lycée Monod","Le Rheu","48.1005262847","-1.8065959201","","","","","","1"
"2503","2503","Champs Freslons","Le Rheu","48.0989082586","-1.8013948291","","","","","","1"
